ID,Emotion,Label,WavPath,Text
Sess19_script01_M004,neutral,4,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M004.wav, 근데 이게 장점이면서도 단점이네요. 지방대 이공계 출신에 더군다나 대학원을 나왔으니 나이도 많구 경력은 뭐 회사 생활 딸랑 3개월 빼고는 전무하고
Sess19_script04_M008,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M008.wav,그럼 궁금하지.
Sess19_impro03_M024,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M024.wav, 근데 이거 하나만 말하죠.
Sess19_impro01_M019,neutral,4,KEMDy19/wav/Session19/Sess19_impro01/Sess19_impro01_M019.wav,그냥 지연이랑 헤어지고 나니까 내 주위에 아무도 없는 거 같고 내 얘기 들어줄 사람은 엄마밖에 없는데. 그래서 엄마한테 투정부리고 싶었어.
Sess19_impro03_M020,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M020.wav, 아 진짜 재미난 친구네요. 예?
Sess19_script06_M003,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M003.wav,네 그렇게 됐습니다.
Sess19_script05_M001,surprise,1,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M001.wav,지금 사람 친거야? 지금 사람 친거 맞지? 그치?
Sess19_script04_M018,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M018.wav,여진아 이거 봐봐. 널 위해 선물을 준비했어.
Sess19_script03_M015,surprise,1,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M015.wav,이거 어쩌면 좋냐
Sess19_impro04_M037,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M037.wav,당신 다른 데 아픈 건 아니지?
Sess19_impro04_M013,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M013.wav,요리사는 집에 오면 라면만 해먹는덴다.
Sess19_impro01_M007,angry,2,KEMDy19/wav/Session19/Sess19_impro01/Sess19_impro01_M007.wav,아 됐어. 엄마가 찾아서 뭘 어떻게 해.
Sess19_script01_M014,disgust,6,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M014.wav, 아 설마가 사람 잡는다고 하잖아요. 아 특기가 노래랑 춤이라며? 보여줄 수 있어요? 요즘 유행하는 노래 있잖아요. 그 뭐지? 그 초등학생들도 부르는 노래 사랑을 했다? 아 그거.
Sess19_impro03_M029,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M029.wav,저로서 참 난감하네요. 같은 요리사라는 게.
Sess19_impro04_M041,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M041.wav,우주 별만큼.
Sess19_impro02_M023,surprise,1,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M023.wav,앉아봐왜 이제서야 이러시는 건데요? 이제 좀 뭔가 쪼들리신가보죠?
Sess19_impro01_M015,neutral,4,KEMDy19/wav/Session19/Sess19_impro01/Sess19_impro01_M015.wav,그냥 좋아하는 사람이 없어졌을 뿐인데 내 주위엔 아무도 없는 거 같고 그냥 너무 외롭고 그냥 오직 내 편이었던 사람이 사라진 거 같아.
Sess19_script05_M009,neutral,4,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M009.wav,그럼 뭐지? 뭐지?
Sess19_impro04_M044,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M044.wav,응?
Sess19_script05_M026,fear,0,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M026.wav,이대로 가면 돼. 우린 아무 일도 없던거야 우린 그 전처럼 돌아가면 되는거야. 그 사람이 죽었는 죽었든 살았든 우린 사람을 친 적이 없어.
Sess19_impro01_M011,neutral,4,KEMDy19/wav/Session19/Sess19_impro01/Sess19_impro01_M011.wav,어?
Sess19_script05_M006,neutral,4,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M006.wav,그러니까 이 야밤에 돌아다니다가 아 내 차에 치이고 난리야 씨.
Sess19_script03_M024,happy,5,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M024.wav,진작에 그럴 것이지 야 얼마 필요하냐?
Sess19_impro03_M002,neutral,4,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M002.wav,으으응 아니아니. 그런 강한 맛 말고요. 국물을 먹을 때 혀에 살짝 감기는 이 오일 맛이 뭐냐는 거죠.
Sess19_script06_M002,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M002.wav,네 그렇습니다만 어쩐 일인가요?
Sess19_impro03_M008,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M008.wav,이봐요. 혀에 문제 있다니까요.
Sess19_impro03_M006,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M006.wav,제가 말하고자 하는게 그게 아니라요. 
Sess19_impro04_M003,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M003.wav,아우 씻고 와서 자야겠다.
Sess19_impro04_M006,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M006.wav,아이 이게 뭐야.
Sess19_impro04_M004,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M004.wav,근데 당신 손은 왜 그래?
Sess19_impro02_M001,neutral,4,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M001.wav,네 부장님.
Sess19_script03_M001,neutral,4,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M001.wav,로또 추첨 방송 기다린다. 로또 대박 로또 대박.
Sess19_script03_M009,disgust,6,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M009.wav,오예 두 개 맞았고. 오케바리. 
Sess19_impro03_M018,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M018.wav,그럼 다 해결된 건가요? 
Sess19_impro04_M001,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M001.wav,여보. 나 왔어.
Sess19_script04_M019,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M019.wav,어서 봐봐.
Sess19_impro04_M031,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M031.wav,아 왜 이래 갑자기 또. 하지마.
Sess19_script06_M014,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M014.wav,맞아요 그 지속성. 그리고 기본적으로 이번 프로젝트는 3년이란 시간을 기본 바탕으로 하고 있습니다. 아 그 중에 가장 필요한게 담당자의 책임과 꾸준함이죠. 환경 문제가 한번에 해결되는게 아니니까요. 하지만 소은씨는 그 기본 마저 안되어 있어요. 자기 보고서 하나도 제대로 완수 못하고 오타를 내는 담당자에게 어떻게 3년이나 지속되는 프로젝트를 맡길 수 있겠습니까
Sess19_script04_M032,happy,5,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M032.wav,여진아 사랑한다. 정말 사랑해.
Sess19_script03_M005,disgust,6,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M005.wav,아 이거 10분이면 끝나 조금만 기다려.
Sess19_script06_M004,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M004.wav,일 하는데 마음 맞고 아이디어 비슷한 사람끼리 하는거죠 누굴 차고 차이는 건 아닌 것 같습니다만
Sess19_script01_M001,neutral,4,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M001.wav,432번 이유진씨 맞습니까?
Sess19_script02_M004,neutral,4,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M004.wav,모를 수도 있지 뭐 그게 무슨 대수인가? 야 진짜 저거 진짜 웃기다.
Sess19_impro02_M014,neutral,4,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M014.wav,전무님이시죠?
Sess19_impro01_M014,surprise,1,KEMDy19/wav/Session19/Sess19_impro01/Sess19_impro01_M014.wav,지연이랑 싸워서 헤어졌는데 연락도 안 되고 내 얘긴 들어주는 사람도 없고.
Sess19_impro03_M021,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M021.wav,아니 그렇게 자부심이 강해서야. 
Sess19_impro04_M018,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M018.wav,왜 웃어? 뭐 어디 아파
Sess19_impro03_M025,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M025.wav,그 미윤 씨. 당신이 지금까지 어떻게 요리를 했는지 모르겠는데요. 인기로 요리를 하니까 이 모양이죠.
Sess19_script05_M019,fear,0,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M019.wav,너도 사라지게 해줘? 어?
Sess19_script03_M019,happy,5,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M019.wav,나 심장 뛰는거봐 야 미칠거 같애. 
Sess19_impro01_M008,neutral,4,KEMDy19/wav/Session19/Sess19_impro01/Sess19_impro01_M008.wav,알았어.
Sess19_script02_M005,neutral,4,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M005.wav,어.
Sess19_impro04_M039,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M039.wav,사랑한다고.
Sess19_impro04_M030,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M030.wav,응?
Sess19_impro02_M022,surprise,1,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M022.wav, 한 번 해보죠.
Sess19_script06_M006,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M006.wav,그런 소은씨는 왜 물어보시는거죠? 어차피 추진 되면 다 아는 아이디어를 굳이 추진도 하기 전에 물어보는 이유가 뭔가요?
Sess19_script06_M015,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M015.wav,이제 제 이야기는 다 끝난 것 같군요. 회의 시작 10분 전입니다. 저는 소은씨에게 5분을 드렸고 소은씨는 어느정도 이해한것 같군요. 버려진 5분만큼 본인을 발전 시키고 나중에 만납시다. 그럼 나가주시죠. 
Sess19_script06_M008,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M008.wav,같은데지나친건 아니라고 봅니다. 오히려 지나친건 소은씨 같군요. 곧 회의가 시작 될거라 저는 보고서를 다 파악해둬야 되는데 소은씨 덕분에 그 시간을 뺏기고 있으니까요.
Sess19_script02_M001,neutral,4,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M001.wav, 이야 저거 봐봐 저 개그맨 웃기지 않아?
Sess19_script05_M008,fear,0,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M008.wav,뭐? 아무것도 없다니 그게 말이 돼? 아이 틀림없이 사람을 쳤잖아. 너도 봤잖아
Sess19_script05_M027,fear,0,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M027.wav, 그냥 가면 돼 아무일도 없을거야.
Sess19_script04_M016,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M016.wav,방금 전엔 한다고 했잖아.
Sess19_script03_M017,happy,5,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M017.wav, 어떡해나 좀 꼬집어봐 야 이게 진짜냐? 
Sess19_impro02_M004,neutral,4,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M004.wav,네? 아이 부장님 갑자기 사표라니요. 
Sess19_script01_M005,neutral,4,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M005.wav,뭐 그럴 수도 있죠. 근데 유진씨는 취미가 뭐에요?
Sess19_script01_M017,angry,2,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M017.wav, 아이 잘하시네요 아이 근데 목소리가 너무 작네 좀 더 크게.
Sess19_impro04_M020,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M020.wav,언제?
Sess19_script05_M029,fear,0,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M029.wav,뭐야 뭐야 어 어디서 나타난 거야
Sess19_script01_M019,angry,2,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M019.wav,아니 나원 참 어이가 없어서. 그럼 나가세요 당신 말고도 지원자 많아. 
Sess19_script02_M010,sad,3,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M010.wav,장난이지? 농담하는 거지? 지금이라도 빨리 병원에 가자.
Sess19_script01_M002,neutral,4,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M002.wav,지방대 출신이시네요.
Sess19_impro02_M008,neutral,4,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M008.wav,때문에아 부장님 그때 분명 말씀하셨잖아요. 비용 들 수 있다고.
Sess19_script03_M022,happy,5,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M022.wav,그럼 그럼 못 믿지.
Sess19_script01_M018,angry,2,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M018.wav,아니 무슨 말을 그렇게 합니까 신성한 면접실에서.
Sess19_script03_M026,happy,5,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M026.wav, 나도 너무 놀라서 이게 꿈인가? 생시인가? 싶다.
Sess19_impro03_M014,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M014.wav,이런 김에 한 마디만 더 합시다.
Sess19_script04_M001,happy,5,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M001.wav,천천히 먹어 햄버거 어디 도망 안 가. 아이 콜라도 좀 먹구.
Sess19_impro03_M026,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M026.wav,미윤 씨. 당신이 지금까지 어떻게 요리를 했는지 궁금하지도 않아요.
Sess19_impro04_M028,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M028.wav,아니 안 좋아.
Sess19_impro02_M009,neutral,4,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M009.wav,아니요. 전 할말을 하는 거 뿐입니다. 이건 너무 억울하잖아요.
Sess19_script04_M017,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M017.wav,여진아.
Sess19_script04_M021,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M021.wav,미안해 사실 이번에도 월급을 못 받았어. 가게 사정도 어렵구 근데 오늘 우리 만난지 100일인데 선물 사줄. 
Sess19_impro03_M010,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M010.wav,여기 보이는 거 이거 안 보여요? 기름 둥둥 떠다니는 거.
Sess19_impro04_M016,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M016.wav,에휴 진짜.
Sess19_script02_M014,neutral,4,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M014.wav,여보 미안해 소리 질러서 미안해. 이왕 이렇게 된 거 할 수 있는 한 뭐든 해보자. 일단 수술부터 받자 응? 요즘 의사들 돌팔이들 많다잖아 어? 아닐 수도 있어. 그리고 6개월이 아니라 6년 아니 60년을 살 수도 있고 어서 병원에 가자 응?
Sess19_script05_M032,fear,0,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M032.wav, 이미 늦었어. 
Sess19_impro02_M021,surprise,1,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M021.wav,제가 그걸 어디서 봤을까요? 
Sess19_impro04_M009,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M009.wav,덜렁대면서 제대로 하지도 못 했을 거면서. 
Sess19_script05_M013,neutral,4,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M013.wav,데려가야지우리 술 마셨잖아. 
Sess19_impro04_M022,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M022.wav, 아 됐어. 그만해. 아 뭘 그게 좋은 기억이라고. 그 여기서 얘기하고 있냐.
Sess19_impro04_M033,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M033.wav,사랑한다고.
Sess19_script02_M019,sad,3,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M019.wav,여보 그런 생각 하지 마 자 지금도 안 늦었어. 일단 정리하고 병원 가자? 응?
Sess19_script01_M012,neutral,4,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M012.wav,아 됐구요 그 취직 공부하느라고 연애할 시간도 없었던 거죠? 그럼 마지막 연애는 언제에요?
Sess19_script04_M031,happy,5,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M031.wav,여진아.
Sess19_impro02_M019,surprise,1,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M019.wav,아. 이제야 좀 얘기할 수가 있겠네요.
Sess19_impro02_M005,neutral,4,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M005.wav,아이 부장님. 아니 그러면 징계위원회를 열면 징계를 받으면 되죠. 사표라니요.
Sess19_impro03_M007,disgust,6,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M007.wav, 오일 양이라는 거에요. 오일양.
Sess19_impro04_M005,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M005.wav,알잖아아니 손이 다 까졌잖아.
Sess19_script03_M006,disgust,6,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M006.wav,검색하라구아 지금 하고 있으니까 끝나고 준다고
Sess19_impro04_M032,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M032.wav,응.
Sess19_script02_M008,neutral,4,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M008.wav,뭐?
Sess19_impro04_M026,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M026.wav,그건 맞지. 죽을까 봐.
Sess19_script05_M021,fear,0,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M021.wav,날 지금 망가트리려고 작정했잖아. 우리 미래가 중요해? 너 입만 뻥끗해봐 너도 똑같이 만들어줄테니까. 
Sess19_impro03_M019,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M019.wav, 뭐 그런 말실력만큼 요리실력을 좀 높여봐요. 네?
Sess19_script03_M012,surprise,1,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M012.wav,아싸 다섯개. 제발 제발 야 어떡해?
Sess19_script06_M005,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M005.wav,팀도 아닌데 설명을 드려야 하나요?
Sess19_impro04_M045,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M045.wav,아 왜 이래 또. 닭살 돋게. 
Sess19_script05_M007,neutral,4,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M007.wav,아 깜짝이야. 어 어 어떻게 됐어? 죽었어?
Sess19_script03_M007,disgust,6,KEMDy19/wav/Session19/Sess19_script03/Sess19_script03_M007.wav,불쌍해멍멍이 소리 그만하고 보기나 해.
Sess19_impro04_M014,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M014.wav,아이 찾아봐. 약 상자 어딨는데. 아님 내가 찾아볼게. 말해줘 어딨어?
Sess19_impro03_M005,disgust,6,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M005.wav,당연히 올리브오일을 넣었겠죠. 음식인데. 
Sess19_impro04_M024,happy,5,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M024.wav,아 당신이 진짜 죽을 거 같이 아파했으니까 아우 진짜 죽으면 어쩌나 해가지고 그랬던 거지.
Sess19_script06_M007,neutral,4,KEMDy19/wav/Session19/Sess19_script06/Sess19_script06_M007.wav,글쎄요. 그건 아쉬움이라기 보단 궁금증이겠죠. 아니면 도대체 날 이렇게 엿 먹인게 누굴까? 하는 질투 정도로 해석되는군요
Sess19_impro03_M022,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M022.wav,아니 제가 좀 도와줄려고 하는 거잖아요.
Sess19_impro02_M020,surprise,1,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M020.wav,아니요. 제가 다 봤는걸요. 
Sess19_script04_M005,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M005.wav,뭔데?
Sess19_impro01_M016,neutral,4,KEMDy19/wav/Session19/Sess19_impro01/Sess19_impro01_M016.wav,엄마가 뭘 알아. 요즘 사랑에 대해서. 
Sess19_impro04_M023,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M023.wav,그래 말은 똑바로 하자. 그 솔직히 맹장인 줄 알았으면 내가 그랬겠냐?
Sess19_script02_M016,neutral,4,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M016.wav,아빠갑자기 아버지 이야긴 왜 꺼내?
Sess19_script04_M027,happy,5,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M027.wav, 여진아.
Sess19_script04_M024,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M024.wav,그치? 여진이 너가 생각해도 젓가락 백개는 좀 심했지? 미안해. 
Sess19_script01_M016,disgust,6,KEMDy19/wav/Session19/Sess19_script01/Sess19_script01_M016.wav,왜요. 못하겠어요? 이력서에 적혀있는 걸 우린 확인 할 권리가 있어요. 진짜인지 가짜인지 확인해봐야죠. 아니면 적질 말든가. 
Sess19_impro02_M024,fear,0,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M024.wav,아니요. 한번 합시다. 저 나갈게요. 제가 다 독박쓸게요잠깐만 어딜 나가 징계위원회? 사표? 제가 다 할게요.
Sess19_impro04_M036,neutral,4,KEMDy19/wav/Session19/Sess19_impro04/Sess19_impro04_M036.wav,응?
Sess19_script05_M015,neutral,4,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M015.wav,지섭씨나 공무원 못 되면 우리 결혼도 못해 그찮아? 그냥 가자 응?
Sess19_script04_M011,neutral,4,KEMDy19/wav/Session19/Sess19_script04/Sess19_script04_M011.wav,근데 꿈은 왜 물어 보는 거야?
Sess19_impro02_M006,neutral,4,KEMDy19/wav/Session19/Sess19_impro02/Sess19_impro02_M006.wav,아이 그리고 부장님. 그 비용은 어차피 기존에 비용이 너무 적었기 때문에 추가비용이 발생할 수 밖에
Sess19_script05_M010,neutral,4,KEMDy19/wav/Session19/Sess19_script05/Sess19_script05_M010.wav,아 그래 맞아. 고라니였나 보다 그치? 고라니였어. 너랑 나랑 술을 마셔서 그 고라니를 사람으로 착각한거야
Sess19_impro03_M016,angry,2,KEMDy19/wav/Session19/Sess19_impro03/Sess19_impro03_M016.wav,성질납니까? 예? 분해요? 뭐 짜증나나요? 자 자존심 상해요?
Sess19_script02_M021,sad,3,KEMDy19/wav/Session19/Sess19_script02/Sess19_script02_M021.wav,여보.
